Student_ID,Age,Gender,Year_of_Study,Sleep_Hours,Study_Hours_Per_Week,GPA,Social_Media_Hours,Screen_Time_Hours,Physical_Activity,Financial_Stress,Family_Support,Attendance_Rate,Part_Time_Job,Diet_Quality,Previous_Mental_Health_History,Mental_Health_Risk
STU0696,20,Female,5,5.7,29.2,2.56,5.5,7.2,Moderate,5.8,6.7,99.0,No,Poor,No,High
STU0697,22,Female,3,5.3,17.0,2.21,5.7,8.0,Low,7.5,6.4,89.9,Yes,Average,Yes,High
STU0698,18,Male,3,4.8,17.6,2.54,3.9,6.7,High,6.1,5.0,81.8,Yes,Poor,No,High
STU0699,23,Female,4,4.4,19.2,2.13,5.8,7.1,Low,5.5,5.0,76.5,No,Average,No,High
STU0700,21,Male,4,6.2,20.5,2.43,7.0,9.0,Low,7.8,7.8,84.7,Yes,Average,No,High
STU0701,20,Female,2,6.5,6.6,2.32,6.9,9.5,High,7.9,5.8,83.8,No,Average,No,Medium
STU0702,23,Female,2,6.1,20.2,3.15,6.0,8.6,High,4.3,8.3,80.0,No,Poor,Yes,Medium
STU0703,19,Female,2,6.7,26.2,3.04,5.8,9.8,Low,4.3,8.5,70.4,No,Good,No,Low
STU0704,18,Male,5,8.2,27.6,3.04,4.2,8.5,Moderate,5.3,9.4,84.6,No,Poor,No,Low
STU0705,18,Female,3,6.4,15.3,2.57,7.1,8.6,Moderate,6.5,5.4,74.5,Yes,Poor,No,High
STU0706,22,Male,1,4.8,12.4,1.89,8.4,11.0,Moderate,7.5,5.5,82.5,Yes,Average,No,High
STU0707,18,Male,4,6.7,22.2,2.63,5.6,8.9,Low,8.8,5.8,87.0,No,Poor,No,High
STU0708,25,Male,2,6.1,13.9,2.34,5.5,9.8,Moderate,5.9,7.3,77.2,Yes,Average,Yes,High
STU0709,17,Female,1,6.1,18.4,2.58,6.1,9.5,High,4.4,3.9,81.7,No,Good,No,Low
STU0710,25,Male,3,6.0,24.2,2.68,3.4,6.2,Low,5.8,9.1,85.1,No,Good,No,Medium
STU0711,21,Male,2,6.1,13.4,2.44,7.0,10.3,High,5.7,5.0,90.1,No,Poor,Yes,High
STU0712,21,Female,4,6.4,26.9,2.66,5.8,9.1,High,6.9,4.0,82.8,Yes,Average,Yes,High
STU0713,20,Male,1,6.1,21.1,2.58,7.6,9.0,Low,6.8,3.1,100.0,No,Average,No,High
STU0714,22,Female,4,7.0,31.6,2.57,4.6,7.3,Moderate,5.7,8.5,77.0,No,Good,No,Low
STU0715,21,Male,3,7.2,32.5,2.88,5.2,9.5,Low,2.9,4.3,81.6,No,Good,No,Low
STU0716,23,Male,1,5.8,11.4,2.67,6.0,8.3,Moderate,7.9,5.1,85.2,No,Poor,Yes,High
STU0717,21,Female,5,8.2,38.3,3.32,3.8,6.5,Moderate,5.3,8.3,79.2,No,Good,No,Low
STU0718,21,Male,3,5.7,19.6,2.48,4.5,6.7,Low,7.1,5.9,97.4,No,Poor,No,High
STU0719,20,Female,2,5.0,15.6,2.89,6.2,5.9,Moderate,5.6,6.4,88.6,No,Average,No,Medium
STU0720,21,Female,2,7.2,19.3,2.17,5.8,8.3,High,4.6,7.5,77.5,No,Average,Yes,Medium
STU0721,22,Female,4,5.9,21.7,2.23,6.1,9.0,Moderate,3.1,9.4,86.5,Yes,Poor,No,Low
STU0722,17,Female,2,7.2,19.6,3.11,5.4,7.3,Low,6.1,6.3,89.7,Yes,Good,No,Low
STU0723,18,Male,1,4.2,9.7,2.1,7.1,8.2,Low,6.3,6.0,80.5,Yes,Average,No,High
STU0724,23,Male,1,8.3,14.0,2.43,6.3,7.7,Moderate,8.8,3.9,76.1,Yes,Good,No,Low
STU0725,21,Female,2,7.5,23.1,2.36,5.4,8.8,High,3.9,6.6,74.1,Yes,Good,No,Low
STU0726,21,Female,4,5.1,23.8,2.71,5.7,10.6,High,7.0,2.9,100.0,No,Good,Yes,High
STU0727,21,Female,2,5.2,18.6,2.59,6.2,10.4,Moderate,7.3,7.7,76.1,No,Average,No,Medium
STU0728,22,Female,1,8.6,16.9,2.28,7.1,8.0,Moderate,4.8,6.7,95.6,No,Average,No,Low
STU0729,20,Female,1,6.0,19.7,2.47,5.9,9.4,Low,3.3,6.1,78.9,Yes,Average,No,Medium
STU0730,19,Female,2,5.9,11.4,2.15,6.5,8.2,Low,3.0,6.9,88.4,No,Good,Yes,Medium
STU0731,21,Male,5,4.3,29.3,2.76,4.9,6.7,Moderate,3.9,8.7,89.8,No,Poor,No,Medium
STU0732,19,Female,2,6.4,16.9,2.12,5.6,7.5,Moderate,7.7,8.6,87.4,No,Average,No,Medium
STU0733,22,Female,5,6.5,27.7,3.16,4.9,8.2,Moderate,7.8,2.4,94.1,No,Good,No,Medium
STU0734,17,Male,2,7.6,22.2,2.97,7.8,11.5,High,2.7,3.5,76.5,No,Good,Yes,Low
STU0735,23,Female,1,5.3,10.2,2.07,6.1,8.5,Moderate,7.0,8.1,77.7,No,Good,Yes,High
STU0736,22,Female,4,5.1,19.9,2.39,5.7,8.1,Moderate,6.9,5.3,74.8,No,Poor,No,High
STU0737,22,Female,2,7.3,10.3,2.28,6.6,9.7,Low,4.4,7.1,85.0,No,Average,Yes,Medium
STU0738,23,Male,3,7.9,18.8,2.38,5.9,9.1,High,7.6,5.4,75.0,No,Average,No,Low
STU0739,25,Male,5,5.1,32.3,2.69,4.4,8.3,Moderate,4.8,7.3,72.3,No,Average,No,Medium
STU0740,23,Female,1,8.0,14.5,2.41,6.8,7.8,High,2.9,7.8,82.8,No,Average,No,Low
STU0741,17,Female,1,6.8,9.6,2.75,5.3,7.8,Moderate,6.2,7.2,71.0,Yes,Poor,Yes,Medium
STU0742,18,Male,4,8.0,22.1,3.01,6.8,8.0,Moderate,4.0,8.5,89.9,Yes,Good,No,Low
STU0743,20,Male,2,6.7,12.0,2.61,7.4,9.8,Moderate,6.7,9.2,76.9,Yes,Good,Yes,High
STU0744,21,Female,1,4.0,10.5,2.21,5.7,7.9,Low,4.5,3.0,77.4,Yes,Poor,Yes,High
STU0745,22,Male,1,6.6,16.6,2.12,4.1,6.5,Moderate,6.9,7.6,85.1,No,Poor,Yes,High
STU0746,19,Female,1,8.0,10.3,2.36,6.0,7.5,High,7.7,8.0,95.7,Yes,Average,Yes,Medium
STU0747,21,Non-binary,4,5.8,28.5,3.05,4.9,5.6,Low,8.5,6.2,78.1,No,Average,No,High
STU0748,19,Male,1,6.4,14.7,2.01,9.1,9.1,Low,7.4,6.7,79.5,Yes,Good,No,High
STU0749,20,Female,2,6.6,18.3,2.7,6.7,9.0,Moderate,6.1,5.3,73.7,No,Poor,No,Medium
STU0750,18,Male,3,3.6,19.9,3.05,4.2,6.2,Low,6.1,3.7,82.5,Yes,Average,No,High
STU0751,19,Male,2,8.6,21.1,2.56,5.2,6.9,Moderate,9.2,7.5,100.0,No,Poor,No,Low
STU0752,18,Female,1,5.8,18.1,2.87,6.1,10.2,Moderate,6.1,6.9,89.3,No,Good,No,High
STU0753,19,Male,4,7.4,25.3,2.84,5.7,7.2,Low,4.7,6.8,82.0,No,Good,Yes,Medium
STU0754,23,Non-binary,1,6.7,17.3,2.78,5.0,9.2,High,5.9,7.9,86.4,No,Good,Yes,Low
STU0755,19,Female,4,8.2,23.2,2.55,5.5,9.9,Moderate,5.9,3.2,81.4,Yes,Poor,Yes,Medium
STU0756,27,Male,4,7.2,26.2,3.03,6.0,4.9,High,9.3,9.6,87.5,No,Average,No,Medium
STU0757,22,Male,2,6.5,16.6,2.65,5.2,7.8,Moderate,2.2,9.6,85.1,No,Poor,No,Low
STU0758,21,Male,3,5.8,21.0,2.62,6.2,8.2,High,2.7,3.9,83.4,Yes,Average,No,Medium
STU0759,19,Male,2,6.7,16.9,2.94,7.1,6.1,Low,3.8,5.2,89.2,Yes,Poor,Yes,Medium
STU0760,23,Male,2,4.7,16.2,2.15,7.2,8.0,Low,6.7,9.6,84.6,Yes,Average,No,High
STU0761,20,Male,4,7.5,21.2,2.6,6.5,9.9,Low,5.3,7.4,83.3,No,Average,No,Medium
STU0762,21,Female,4,5.6,25.9,2.7,4.9,9.8,Moderate,4.8,8.5,81.0,No,Average,No,Medium
STU0763,27,Female,2,8.2,23.2,2.46,6.4,10.0,High,4.8,6.6,81.1,Yes,Good,Yes,Low
STU0764,21,Female,3,7.0,25.7,2.83,5.7,8.6,Moderate,7.2,6.2,91.9,No,Average,No,Medium
STU0765,24,Female,5,7.5,22.0,2.17,5.9,8.4,High,5.8,7.0,88.5,Yes,Poor,No,Low
STU0766,19,Male,5,6.9,32.2,3.26,4.2,8.7,Low,5.5,4.9,81.6,Yes,Average,No,Medium
STU0767,21,Male,3,6.7,19.7,2.45,5.5,10.6,Low,8.7,6.0,82.9,No,Good,No,High
STU0768,25,Female,2,5.9,20.4,2.37,6.0,7.8,High,6.2,8.5,78.9,No,Average,No,Medium
STU0769,20,Female,2,7.5,14.4,2.21,9.0,9.1,Moderate,6.5,6.7,88.9,No,Average,Yes,High
STU0770,25,Male,5,7.0,27.6,2.75,5.5,5.5,Moderate,7.1,6.5,83.2,No,Good,Yes,Medium
STU0771,23,Female,1,8.1,16.3,2.76,5.8,9.9,Low,6.5,6.3,100.0,No,Average,No,Low
STU0772,20,Female,3,7.2,15.1,2.62,5.7,8.1,High,5.0,9.0,87.2,Yes,Good,No,Low
STU0773,22,Female,2,6.7,20.4,2.3,5.5,8.2,Moderate,9.1,4.0,92.1,Yes,Poor,No,High
STU0774,23,Male,2,5.9,23.4,2.36,7.8,8.2,Moderate,3.5,9.4,77.1,No,Average,No,Low
STU0775,22,Female,2,6.9,17.3,2.7,5.9,7.5,Low,7.4,8.4,86.3,No,Poor,Yes,Medium
STU0776,18,Female,5,4.3,32.4,2.56,5.7,7.8,Moderate,8.2,8.0,89.7,Yes,Average,No,High
STU0777,19,Female,1,8.6,14.2,2.55,6.2,8.9,High,6.3,9.5,78.1,No,Poor,Yes,Low
STU0778,20,Female,3,7.3,24.4,2.78,5.8,7.8,High,6.7,4.1,86.8,No,Poor,No,Medium
STU0779,21,Female,1,8.1,6.1,2.34,8.2,9.5,Low,3.1,5.4,91.4,No,Poor,No,Medium
STU0780,22,Female,1,5.1,24.7,2.86,5.0,6.6,Low,8.5,9.9,84.9,No,Average,No,High
STU0781,21,Male,2,8.2,24.0,2.42,5.0,8.9,Moderate,6.1,6.9,78.6,Yes,Poor,No,Medium
STU0782,18,Female,3,9.3,19.9,2.17,7.7,10.5,Low,6.4,8.1,95.6,Yes,Average,No,Low
STU0783,22,Female,2,5.3,10.1,2.0,8.0,11.2,Moderate,8.5,7.4,73.8,No,Poor,No,High
STU0784,22,Female,2,7.6,19.2,3.15,6.9,8.3,Low,5.0,8.1,90.0,Yes,Average,No,Low
STU0785,22,Male,1,6.7,9.2,2.86,7.9,6.9,Low,5.8,6.6,82.2,Yes,Poor,Yes,High
STU0786,23,Male,2,5.1,19.8,3.0,6.5,8.4,Moderate,6.9,6.5,81.4,Yes,Poor,No,Medium
STU0787,23,Female,5,7.3,28.6,2.81,7.2,8.7,Moderate,4.7,6.6,92.1,No,Good,No,Low
STU0788,22,Female,5,7.7,23.2,2.2,5.7,8.6,Moderate,5.7,4.7,81.8,Yes,Good,No,Low
STU0789,21,Female,2,6.1,22.5,1.9,6.3,12.7,High,8.2,8.3,84.2,Yes,Good,No,High
STU0790,17,Female,3,8.1,24.2,2.61,6.0,7.4,Low,6.6,4.6,69.9,Yes,Average,No,Medium
STU0791,22,Female,5,5.0,30.9,2.72,4.1,9.9,Moderate,8.1,6.3,89.8,No,Poor,Yes,High
STU0792,21,Female,1,5.2,15.0,2.7,5.3,8.5,Low,8.0,6.6,81.2,No,Poor,No,High
STU0793,22,Female,4,7.0,18.3,2.8,7.4,9.1,Moderate,7.5,7.1,73.6,Yes,Average,Yes,High
STU0794,18,Female,5,6.8,30.9,2.97,2.4,5.3,Low,5.9,8.1,100.0,No,Good,No,Low
STU0795,19,Female,1,6.0,13.9,2.07,6.2,10.8,Low,5.0,8.4,86.6,No,Good,No,High
STU0796,23,Male,1,7.7,9.4,2.03,4.1,8.8,Low,8.4,6.2,83.8,No,Poor,Yes,High
STU0797,21,Female,5,7.4,32.4,3.07,3.9,5.7,Low,2.1,4.6,97.2,Yes,Average,No,Low
STU0798,22,Female,3,7.7,29.4,3.13,4.6,7.4,High,4.3,1.7,90.5,No,Poor,No,Medium
STU0799,21,Male,1,6.7,14.8,2.53,7.9,8.7,Moderate,3.6,7.3,79.6,No,Good,No,Low
STU0800,21,Male,2,7.5,26.6,2.51,5.7,9.2,High,6.3,6.1,83.8,Yes,Poor,No,Medium
STU0801,23,Male,2,6.3,18.4,2.69,5.3,9.7,Moderate,4.8,8.5,81.4,Yes,Average,No,Low
STU0802,20,Male,3,9.1,19.5,2.85,7.1,9.6,Low,7.1,7.5,83.6,Yes,Good,No,Low
STU0803,21,Male,4,5.9,21.5,2.24,5.9,7.6,Low,5.4,5.5,74.6,No,Good,No,Medium
STU0804,20,Male,5,9.1,33.5,2.91,4.7,7.6,Low,6.8,5.4,80.7,No,Poor,No,Low
STU0805,20,Female,2,6.8,14.9,2.63,5.3,8.3,Low,4.5,5.4,92.0,Yes,Poor,No,Medium
STU0806,20,Female,3,5.3,23.9,2.52,4.6,7.2,Moderate,6.2,9.2,87.4,Yes,Good,No,Medium
STU0807,21,Male,3,8.3,18.8,3.12,5.3,8.0,Moderate,2.4,8.7,85.2,No,Average,No,Low
STU0808,20,Male,2,6.9,16.2,2.62,6.4,8.7,Moderate,7.4,5.9,78.5,No,Average,Yes,High
STU0809,24,Female,1,7.7,19.1,2.47,6.2,9.9,Low,6.8,4.1,82.0,No,Poor,Yes,High
STU0810,19,Male,5,8.1,25.5,2.83,7.0,10.4,Low,9.0,6.6,75.2,No,Good,No,Medium
STU0811,21,Female,4,7.2,22.4,2.7,6.1,7.4,Low,6.1,5.7,87.1,No,Good,No,Low
STU0812,20,Female,2,6.1,22.5,2.38,6.0,4.3,Low,8.5,7.7,90.9,Yes,Good,Yes,High
STU0813,24,Female,3,7.9,27.4,2.6,5.5,7.7,Moderate,7.9,3.0,100.0,No,Average,No,Medium
STU0814,21,Male,1,6.8,17.6,2.71,4.8,8.2,Low,8.4,7.1,78.5,No,Poor,No,Medium
STU0815,23,Female,3,7.6,18.4,2.84,6.0,7.9,Moderate,7.8,9.5,93.4,No,Poor,No,Low
STU0816,18,Male,3,4.4,19.0,2.56,5.3,7.0,Moderate,2.8,8.8,80.4,No,Good,Yes,Medium
STU0817,22,Female,3,7.3,21.3,3.1,5.2,8.0,Low,6.1,5.5,80.7,No,Poor,Yes,High
STU0818,23,Female,5,6.1,28.3,2.61,3.8,5.9,High,7.3,6.9,77.8,Yes,Poor,Yes,High
STU0819,21,Male,3,8.6,17.0,3.11,6.5,10.1,Moderate,2.7,5.9,89.6,Yes,Poor,No,Low
STU0820,23,Male,2,7.5,20.9,2.38,4.5,7.4,Low,5.6,5.4,77.8,No,Good,No,Low
STU0821,20,Male,4,7.1,24.3,2.42,6.0,8.0,High,6.1,5.3,80.3,No,Good,No,Medium
STU0822,24,Female,1,7.3,8.1,1.73,9.4,12.2,Low,4.5,5.7,77.3,No,Good,Yes,High
STU0823,26,Male,2,5.7,14.3,2.19,5.2,9.3,Low,8.3,9.2,78.0,No,Average,No,High
STU0824,20,Female,2,8.6,16.0,2.43,6.1,7.9,Moderate,5.4,8.3,78.9,Yes,Good,Yes,Low
STU0825,20,Male,2,9.0,17.7,2.82,3.7,6.7,Moderate,8.1,8.7,69.9,No,Poor,Yes,Low
STU0826,24,Female,4,7.2,31.6,3.03,4.5,6.9,Low,6.6,8.1,88.8,No,Good,No,Low
STU0827,24,Female,2,8.5,19.0,2.31,6.7,9.7,Low,4.8,3.7,84.3,No,Average,Yes,High
STU0828,20,Female,4,6.2,20.6,2.43,6.7,8.4,High,5.6,6.8,79.0,No,Average,No,Low
STU0829,20,Female,3,5.9,21.9,2.46,5.9,8.5,Low,7.5,7.1,87.3,Yes,Average,Yes,High
STU0830,20,Male,2,6.8,16.6,1.94,7.2,11.0,Low,4.7,7.8,91.4,Yes,Poor,Yes,High
STU0831,18,Male,4,7.3,25.3,2.48,8.0,9.4,Moderate,7.1,9.4,85.0,No,Average,No,Low
STU0832,19,Female,1,6.4,17.3,2.24,8.0,8.9,High,4.8,5.9,92.8,No,Poor,Yes,High
STU0833,19,Male,1,7.4,19.8,3.04,5.5,6.5,Low,7.6,6.2,100.0,No,Average,Yes,High
STU0834,19,Male,3,7.1,20.9,2.68,4.5,5.6,Moderate,7.1,6.3,100.0,No,Poor,No,Medium
STU0835,21,Male,2,5.7,24.6,2.84,5.1,8.3,Moderate,3.4,4.9,78.7,No,Poor,No,Medium
STU0836,22,Male,1,7.4,18.6,2.13,6.0,6.0,Moderate,6.2,5.4,74.5,No,Good,No,Low
STU0837,24,Male,3,7.7,18.2,2.94,6.6,8.7,Moderate,6.6,4.3,84.5,No,Good,No,Medium
STU0838,19,Female,3,7.0,29.8,3.27,3.8,7.0,High,7.4,4.9,90.5,Yes,Good,No,Low
STU0839,23,Male,2,8.1,19.3,2.05,6.0,9.0,Low,6.3,3.6,93.4,No,Average,No,Medium
STU0840,21,Female,5,5.5,23.7,2.38,6.5,8.5,Low,2.5,9.8,88.7,No,Good,No,Low
STU0841,21,Male,3,7.3,27.6,2.99,5.1,7.8,High,7.5,7.6,79.5,No,Good,No,Low
STU0842,22,Female,4,5.5,32.3,3.05,3.8,6.4,Moderate,6.1,5.4,84.0,No,Average,Yes,High
STU0843,19,Male,1,5.6,14.9,2.14,6.0,9.9,Moderate,8.3,8.2,82.5,Yes,Average,No,High
STU0844,22,Female,3,6.1,19.0,2.41,4.2,6.4,Moderate,6.7,2.6,74.0,Yes,Poor,No,High
STU0845,21,Female,4,5.8,23.3,2.43,5.3,10.5,Moderate,8.2,9.9,84.7,No,Poor,No,High
STU0846,22,Male,3,6.2,23.9,2.68,5.6,9.1,Moderate,5.7,8.8,77.8,Yes,Good,No,Low
STU0847,22,Female,3,6.6,26.1,3.1,5.4,10.9,High,2.5,6.8,77.0,No,Average,Yes,Low
STU0848,26,Non-binary,2,7.7,20.3,2.42,6.2,8.1,Moderate,7.2,8.7,77.9,No,Average,No,Low
STU0849,20,Female,1,6.4,15.4,2.71,7.1,9.5,Low,6.1,7.0,89.1,No,Poor,Yes,High
STU0850,20,Female,2,5.1,24.0,2.34,5.6,6.5,Moderate,8.7,7.3,86.9,Yes,Poor,No,High
STU0851,20,Male,2,8.1,16.7,2.31,6.0,7.5,Moderate,6.1,6.0,84.5,No,Average,Yes,Medium
STU0852,20,Female,4,5.9,28.1,3.0,4.8,9.6,Moderate,7.2,3.6,94.9,No,Average,No,High
STU0853,20,Male,1,6.7,13.8,2.66,6.0,7.9,Moderate,6.0,4.8,92.2,No,Average,No,Medium
STU0854,24,Male,5,7.3,28.7,3.13,5.9,10.7,Low,5.6,7.6,90.2,Yes,Average,No,Low
STU0855,24,Non-binary,5,7.0,26.5,2.39,4.7,5.7,Moderate,9.9,6.7,84.8,No,Average,No,Medium
STU0856,20,Male,1,8.0,14.8,2.36,7.4,8.6,Moderate,4.6,6.7,85.1,Yes,Good,Yes,Low
STU0857,19,Female,2,7.3,16.5,2.75,6.4,8.5,Moderate,7.1,5.3,85.5,No,Good,Yes,Medium
STU0858,22,Female,4,5.9,29.4,2.81,4.5,6.9,Moderate,3.2,6.9,71.6,No,Poor,No,Medium
STU0859,20,Female,5,9.2,24.1,2.54,6.2,9.8,Low,6.1,2.3,93.2,No,Average,No,Low
STU0860,22,Non-binary,2,7.0,15.0,2.58,5.8,8.8,Moderate,6.1,7.1,88.3,Yes,Average,No,Medium
STU0861,21,Male,2,6.6,26.5,2.54,6.0,8.0,Moderate,2.4,8.6,85.1,Yes,Average,Yes,Medium
STU0862,18,Male,3,7.9,24.9,3.34,5.7,8.0,Moderate,7.0,2.3,100.0,No,Average,No,Low
STU0863,24,Male,3,7.1,11.5,2.81,6.3,8.4,Moderate,5.5,6.2,82.7,Yes,Poor,Yes,Medium
STU0864,25,Male,2,7.2,15.7,2.66,6.0,8.4,Moderate,4.9,1.7,85.2,Yes,Good,No,Medium
STU0865,20,Male,4,9.5,16.8,3.08,6.9,8.3,Low,3.5,7.5,95.6,No,Average,No,Low
STU0866,20,Male,1,6.5,11.2,2.31,8.0,11.7,Moderate,5.6,6.5,85.4,Yes,Good,No,High
STU0867,22,Female,1,6.5,2.4,2.26,8.7,9.0,Low,6.8,4.6,85.1,Yes,Poor,Yes,High
STU0868,22,Female,2,6.9,17.5,2.95,6.7,11.1,Moderate,8.3,4.1,85.2,No,Poor,No,High
STU0869,22,Male,2,8.0,13.4,2.54,5.5,7.6,Low,3.8,9.3,97.1,Yes,Average,No,Low
STU0870,25,Female,2,5.1,18.2,2.33,8.6,10.2,Low,6.3,7.3,78.5,No,Average,No,High
STU0871,21,Male,2,4.6,11.5,1.66,5.4,8.8,Moderate,6.1,7.4,89.2,No,Average,No,High
STU0872,19,Male,2,6.7,18.3,2.46,7.1,11.4,Moderate,6.1,5.1,68.9,No,Good,Yes,High
STU0873,18,Female,1,5.0,13.3,2.5,7.1,10.9,Moderate,5.5,6.6,77.3,No,Average,No,High
STU0874,19,Female,2,6.3,24.0,2.94,4.4,7.5,Moderate,4.4,6.9,89.7,Yes,Average,No,Low
STU0875,21,Female,5,7.4,32.6,3.15,4.6,8.4,Moderate,6.8,6.7,86.1,No,Average,No,Low
STU0876,25,Male,2,5.8,21.1,2.38,5.8,6.2,Moderate,2.4,6.7,83.8,No,Average,Yes,Medium
STU0877,20,Female,2,5.2,16.7,1.77,7.6,9.5,Moderate,5.6,7.1,80.9,No,Average,No,High
STU0878,21,Female,3,6.9,28.9,2.7,4.4,5.8,Moderate,3.1,8.7,77.9,No,Average,Yes,Low
STU0879,21,Female,5,7.7,20.8,2.57,5.7,9.7,Moderate,7.1,5.2,85.1,Yes,Average,No,High
STU0880,24,Female,1,4.9,9.4,2.03,4.7,6.7,Moderate,7.2,8.0,83.8,No,Average,No,High
STU0881,27,Female,3,7.7,20.7,2.85,7.7,11.2,High,7.5,2.1,82.4,No,Poor,Yes,High
STU0882,20,Female,3,7.7,30.0,3.53,6.0,7.0,Low,5.0,9.1,100.0,Yes,Average,Yes,Low
STU0883,20,Female,3,7.8,20.2,2.69,6.3,7.8,High,3.1,8.6,84.8,No,Poor,No,Low
STU0884,23,Non-binary,1,8.1,14.3,2.43,6.5,8.3,Low,1.6,5.0,89.6,No,Good,No,Low
STU0885,23,Female,3,9.2,15.2,2.52,6.4,10.5,Low,2.9,8.5,88.2,Yes,Poor,Yes,Medium
STU0886,25,Male,1,6.4,18.8,2.55,6.9,8.5,Low,9.4,7.4,81.1,Yes,Poor,No,High
STU0887,22,Female,3,6.9,24.8,2.48,7.2,9.8,Moderate,8.5,7.0,71.0,No,Average,Yes,High
STU0888,20,Male,4,6.3,27.2,2.79,5.5,7.1,Low,7.4,8.6,95.0,No,Average,No,Low
STU0889,22,Male,1,6.8,12.5,2.49,7.4,9.5,High,2.3,4.8,78.1,No,Average,No,Low
STU0890,23,Female,4,8.5,21.2,2.79,6.2,8.6,High,5.9,5.3,83.9,No,Average,No,Low
STU0891,23,Female,1,5.3,9.8,2.3,8.0,9.6,Moderate,6.9,3.6,82.7,Yes,Good,No,High
STU0892,22,Female,4,5.9,24.3,2.77,5.1,6.4,Moderate,4.2,6.8,85.1,No,Average,No,Low
STU0893,23,Male,2,8.3,13.7,1.96,7.7,10.5,High,6.3,5.5,88.5,No,Average,No,Low
STU0894,24,Female,1,7.9,10.3,2.55,8.1,9.6,High,8.4,3.9,85.3,No,Good,No,Low
STU0895,24,Male,1,6.4,13.3,2.15,7.8,9.3,Moderate,9.0,9.2,82.0,No,Poor,Yes,High
STU0896,22,Non-binary,5,7.7,25.0,2.46,4.8,6.2,Moderate,6.1,5.9,91.9,No,Good,No,Low
STU0897,21,Non-binary,1,7.2,12.8,2.06,6.6,9.0,Moderate,4.3,9.6,86.6,No,Average,No,Low
STU0898,21,Female,1,8.5,16.9,2.73,6.5,10.1,Moderate,4.8,9.8,81.2,Yes,Good,No,Low
STU0899,24,Female,2,6.9,18.3,2.47,4.8,9.1,Low,7.0,8.5,76.8,No,Poor,No,Low
STU0900,19,Female,3,7.9,19.8,2.14,7.6,9.2,Moderate,7.4,7.4,77.1,Yes,Good,No,Medium
STU0901,22,Female,3,9.7,21.7,2.97,5.8,10.9,Low,7.1,6.7,87.5,No,Average,No,Low
STU0902,20,Male,1,7.5,11.0,1.92,7.2,8.5,Moderate,3.9,3.1,72.8,No,Average,No,Medium
STU0903,21,Female,2,6.9,18.4,2.58,5.6,9.4,Moderate,4.7,2.1,86.1,Yes,Average,No,High
STU0904,24,Female,1,7.6,15.6,2.57,5.1,6.7,High,7.5,3.5,84.5,No,Good,No,Low
STU0905,21,Female,1,6.4,9.0,2.48,6.5,8.0,High,5.9,6.2,67.1,No,Average,No,Medium
STU0906,21,Male,2,9.4,22.0,3.35,6.0,7.6,Moderate,6.1,8.7,80.3,No,Average,Yes,Low
STU0907,18,Female,3,7.0,17.5,2.11,6.9,9.3,Moderate,8.1,8.3,62.5,Yes,Good,Yes,High
STU0908,23,Male,1,6.5,15.4,2.4,6.6,9.8,Low,6.1,7.8,82.0,Yes,Poor,No,Medium
STU0909,22,Female,2,5.9,22.7,2.51,6.1,9.4,Moderate,3.9,8.0,92.6,No,Poor,Yes,Medium
STU0910,26,Female,2,8.0,21.7,2.84,5.5,6.9,Low,4.2,5.0,73.8,No,Good,No,Low
STU0911,20,Female,5,7.8,27.1,2.92,5.8,7.1,Low,6.1,6.7,78.3,No,Poor,No,Low
STU0912,21,Female,5,6.3,25.6,2.6,6.9,8.3,Moderate,4.6,6.2,84.5,No,Good,No,Medium
STU0913,22,Male,4,7.4,27.8,2.72,5.9,8.3,Low,3.0,4.0,78.9,Yes,Average,No,Low
STU0914,24,Male,1,5.1,17.7,2.05,6.0,9.2,Low,7.2,9.2,74.8,Yes,Average,No,High
STU0915,21,Female,1,7.0,12.5,2.66,7.0,8.4,High,7.0,5.2,89.8,No,Poor,No,Low
STU0916,22,Female,2,7.3,14.8,2.59,5.0,7.8,Low,8.1,9.2,82.1,Yes,Good,No,Low
STU0917,22,Male,2,8.7,9.7,2.68,6.0,11.2,Low,2.8,4.9,75.7,No,Good,Yes,Low
STU0918,21,Female,3,6.0,21.6,2.47,6.3,8.2,Low,9.0,4.1,70.2,No,Average,No,High
STU0919,20,Female,4,5.4,23.7,2.39,5.6,7.6,Low,3.7,5.2,99.8,No,Average,No,Medium
STU0920,21,Female,4,5.8,28.5,2.44,5.6,8.8,Low,7.3,5.7,92.5,No,Poor,Yes,High
STU0921,23,Female,4,5.3,25.4,2.74,7.1,8.9,Moderate,9.3,3.0,83.3,No,Good,No,High
STU0922,19,Male,2,8.3,23.3,2.47,6.4,9.7,Low,5.5,8.7,85.4,No,Average,No,Low
STU0923,21,Male,3,8.5,18.2,3.2,7.4,9.0,High,6.1,8.2,85.8,No,Poor,Yes,Medium
STU0924,19,Female,2,7.2,22.6,2.29,5.8,10.5,Low,4.6,8.2,87.3,No,Good,Yes,Medium
STU0925,24,Female,1,6.7,12.9,2.54,5.9,8.8,Moderate,6.1,5.0,79.3,Yes,Good,Yes,Medium
STU0926,18,Female,3,6.9,24.1,3.18,5.5,7.3,Moderate,6.8,8.7,85.3,No,Poor,No,Low
STU0927,20,Female,1,6.7,9.2,2.42,6.3,8.1,Moderate,8.6,4.7,87.7,Yes,Good,Yes,High
STU0928,22,Female,2,6.4,18.9,2.57,7.7,9.6,Moderate,2.8,7.0,95.6,No,Good,No,Low
